manufacturer,model,year,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,ecr_deviation,id,month,season,weekend,consumption(kWh/100km)_rolling_mean
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-05,93142,41.0,5.7,Electricity,Summer tires,1,1,1,Normal,13.9,0,0,1.4000000000000004,19,3,spring,weekend,14.205000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-05,93101,44.0,6.4,Electricity,Summer tires,1,1,1,Normal,14.55,0,0,2.0500000000000007,19,2,winter,weekend,14.225000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-05,93057,42.0,5.1,Electricity,Summer tires,1,1,1,Normal,12.14,0,0,-0.3599999999999994,19,2,winter,weekend,13.345000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-05,93015,77.0,10.5,Electricity,Summer tires,1,0,1,Normal,13.64,0,0,1.1400000000000006,19,1,winter,weekday,12.890000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-29,92938,47.0,7.3,Electricity,Summer tires,1,1,1,Normal,15.53,0,1,3.03,19,4,spring,weekend,14.585000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-28,92891,42.0,6.8,Electricity,Summer tires,1,1,1,Normal,16.19,0,1,3.690000000000001,19,4,spring,weekday,15.860000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-28,92849,43.0,6.8,Electricity,Summer tires,1,1,1,Normal,15.81,0,1,3.3100000000000005,19,4,spring,weekday,16.000000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-27,92806,42.0,7.4,Electricity,Summer tires,1,1,1,Fast,17.62,0,1,5.120000000000001,19,4,spring,weekday,16.715000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-27,92764,82.0,13.6,Electricity,Summer tires,1,1,1,Normal,16.59,0,1,4.09,19,4,spring,weekday,17.105000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-26,92682,41.0,7.3,Electricity,Summer tires,1,1,1,Fast,17.8,0,1,5.300000000000001,19,4,spring,weekday,17.195000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-25,92641,85.0,11.9,Electricity,Summer tires,1,0,1,Normal,14.0,0,0,1.5,19,4,spring,weekday,15.900000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-23,92556,97.0,13.6,Electricity,Summer tires,1,0,1,Normal,14.02,0,0,1.5199999999999996,19,4,spring,weekend,14.010000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-14,92459,42.0,7.4,Electricity,Summer tires,1,1,1,Fast,17.62,0,0,5.120000000000001,19,4,spring,weekday,15.820000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-13,92417,42.0,4.8,Electricity,Summer tires,1,1,1,Normal,11.43,0,0,-1.0700000000000005,19,4,spring,weekday,14.525000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-12-04,92375,42.0,6.1,Electricity,Summer tires,1,1,1,Normal,14.52,0,0,2.02,19,12,winter,weekday,12.975000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-12-04,92333,42.0,5.1,Electricity,Summer tires,1,1,1,Fast,12.14,0,0,-0.3599999999999994,19,12,winter,weekday,13.330000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-12-04,92291,42.0,6.0,Electricity,Summer tires,1,1,1,Fast,14.29,0,0,1.7899999999999991,19,12,winter,weekday,13.215000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-11-04,92249,42.0,5.4,Electricity,Summer tires,1,1,1,Normal,12.86,0,0,0.3599999999999994,19,11,fall,weekend,13.575000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-10-04,92207,42.0,5.7,Electricity,Summer tires,1,1,1,Normal,13.57,0,0,1.0700000000000005,19,10,fall,weekday,13.215000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-10-04,92165,41.0,5.4,Electricity,Summer tires,1,1,1,Normal,13.17,0,0,0.6699999999999999,19,10,fall,weekday,13.370000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-09-04,92124,102.0,14.0,Electricity,Summer tires,1,0,1,Fast,13.73,0,0,1.2300000000000004,19,9,fall,weekday,13.450000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-08-04,92022,87.0,10.8,Electricity,Summer tires,1,1,1,Normal,12.41,0,0,-0.0899999999999998,19,8,summer,weekday,13.070000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-07-04,91935,41.0,5.7,Electricity,Summer tires,1,1,1,Normal,13.9,0,0,1.4000000000000004,19,7,summer,weekday,13.155000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-07-04,91894,44.0,6.2,Electricity,Summer tires,1,1,1,Normal,14.09,0,0,1.59,19,7,summer,weekday,13.995000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-06-04,91850,41.0,5.5,Electricity,Summer tires,1,1,1,Fast,13.41,0,0,0.91,19,6,summer,weekend,13.750000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-06-04,91809,82.0,11.8,Electricity,Summer tires,1,1,1,Normal,14.39,0,0,1.8900000000000008,19,6,summer,weekend,13.900000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-05-04,91727,42.0,5.4,Electricity,Summer tires,1,1,1,Normal,12.86,0,0,0.3599999999999994,19,5,spring,weekday,13.625000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-04,91685,42.0,6.0,Electricity,Summer tires,1,1,1,Fast,14.29,0,0,1.7899999999999991,19,4,spring,weekday,13.575000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-04,91643,42.0,4.9,Electricity,Summer tires,1,1,1,Normal,11.67,0,0,-0.8300000000000001,19,4,spring,weekday,12.980000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-04,91601,53.0,6.5,Electricity,Summer tires,1,1,1,Moderate,12.26,0,0,-0.2400000000000002,19,3,spring,weekend,11.965000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-04,91548,52.0,6.7,Electricity,Summer tires,1,1,1,Normal,12.88,0,0,0.3800000000000008,19,3,spring,weekend,12.570000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-04,91496,69.0,9.4,Electricity,Summer tires,0,0,1,Normal,13.62,0,0,1.1199999999999992,19,3,spring,weekend,13.250000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-31,91427,53.0,7.1,Electricity,Winter tires,1,1,1,Normal,13.4,0,0,0.9000000000000004,19,3,spring,weekday,13.510000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-31,91374,42.0,5.3,Electricity,Winter tires,1,1,1,Normal,12.62,0,0,0.1199999999999992,19,3,spring,weekday,13.010000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-30,91332,44.0,6.1,Electricity,Winter tires,1,1,1,Normal,13.86,0,0,1.3599999999999994,19,3,spring,weekday,13.240000000000002
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-30,91288,42.0,5.5,Electricity,Winter tires,1,1,1,Normal,13.1,0,0,0.5999999999999996,19,3,spring,weekday,13.480000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-30,91246,93.0,13.4,Electricity,Winter tires,1,1,1,Normal,14.41,0,0,1.91,19,3,spring,weekday,13.755000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-29,91153,42.0,5.5,Electricity,Winter tires,1,1,1,Normal,13.1,0,0,0.5999999999999996,19,3,spring,weekday,13.755000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-29,91111,53.0,8.4,Electricity,Winter tires,1,1,1,Normal,15.85,0,0,3.35,19,3,spring,weekday,14.475000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-28,91058,43.0,5.5,Electricity,Winter tires,1,1,1,Normal,12.79,0,0,0.2899999999999991,19,3,spring,weekday,14.320000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-28,91015,48.0,6.4,Electricity,Winter tires,1,1,1,Moderate,13.33,0,0,0.8300000000000001,19,3,spring,weekday,13.060000000000002
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-27,90967,42.0,5.9,Electricity,Winter tires,1,1,1,Normal,14.05,0,0,1.5500000000000007,19,3,spring,weekday,13.690000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-26,90925,106.0,16.1,Electricity,Winter tires,1,1,1,Normal,15.19,0,0,2.6899999999999995,19,3,spring,weekend,14.620000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-24,90819,42.0,6.2,Electricity,Winter tires,1,1,1,Fast,14.76,0,0,2.26,19,3,spring,weekday,14.975000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-24,90777,42.0,6.1,Electricity,Winter tires,1,1,1,Normal,14.52,0,0,2.02,19,3,spring,weekday,14.640000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-23,90735,42.0,6.8,Electricity,Winter tires,1,1,1,Normal,16.19,0,1,3.690000000000001,19,3,spring,weekday,15.355000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-23,90693,84.0,15.1,Electricity,Winter tires,1,1,1,Fast,17.98,0,1,5.48,19,3,spring,weekday,17.085000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-22,90609,42.0,7.2,Electricity,Winter tires,1,1,1,Normal,17.14,0,1,4.640000000000001,19,3,spring,weekday,17.560000000000002
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-22,90567,53.0,7.7,Electricity,Winter tires,1,1,1,Normal,14.53,0,0,2.03,19,3,spring,weekday,15.835000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-21,90514,42.0,5.0,Electricity,Winter tires,1,1,1,Moderate,11.9,0,0,-0.5999999999999996,19,3,spring,weekday,13.215000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-20,90472,43.0,6.2,Electricity,Winter tires,1,1,1,Normal,14.42,0,0,1.92,19,3,spring,weekday,13.160000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-20,90429,50.0,7.1,Electricity,Winter tires,1,1,1,Normal,14.2,0,0,1.6999999999999993,19,3,spring,weekday,14.310000000000002
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-18,90379,45.0,6.7,Electricity,Winter tires,1,1,1,Normal,14.89,0,0,2.390000000000001,19,3,spring,weekend,14.545000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-17,90334,42.0,6.1,Electricity,Winter tires,1,1,1,Fast,14.52,0,0,2.02,19,3,spring,weekday,14.705000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-17,90292,42.0,6.4,Electricity,Winter tires,1,1,1,Normal,15.24,0,0,2.74,19,3,spring,weekday,14.880000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-16,90250,42.0,6.8,Electricity,Winter tires,1,1,1,Normal,16.19,0,1,3.690000000000001,19,3,spring,weekday,15.715000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-16,90208,83.0,13.5,Electricity,Winter tires,1,1,1,Normal,16.27,0,1,3.77,19,3,spring,weekday,16.230000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-15,90125,42.0,6.9,Electricity,Winter tires,1,1,1,Normal,16.43,0,1,3.93,19,3,spring,weekday,16.35
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-15,90083,46.0,6.8,Electricity,Winter tires,1,1,1,Normal,14.78,0,1,2.28,19,3,spring,weekday,15.605000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-15,90037,42.0,7.0,Electricity,Winter tires,1,1,1,Normal,16.67,0,0,4.170000000000002,19,3,spring,weekday,15.725000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-13,89995,42.0,7.3,Electricity,Winter tires,1,1,1,Fast,17.38,0,1,4.879999999999999,19,3,spring,weekday,17.025000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-13,89953,63.0,9.2,Electricity,Winter tires,1,1,1,Normal,14.6,0,1,2.1,19,3,spring,weekday,15.990000000000002
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-10-03,89890,43.0,7.5,Electricity,Winter tires,1,1,1,Normal,17.44,1,1,4.940000000000001,19,10,fall,weekday,16.020000000000003
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-10-03,89847,42.0,8.2,Electricity,Winter tires,1,1,1,Normal,19.52,0,1,7.02,19,10,fall,weekday,18.480000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-09-03,89805,42.0,7.0,Electricity,Winter tires,1,1,1,Fast,16.67,0,1,4.170000000000002,19,9,fall,weekend,18.095000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-09-03,89763,84.0,16.2,Electricity,Winter tires,1,1,1,Normal,19.29,0,1,6.789999999999999,19,9,fall,weekend,17.980000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-08-03,89679,43.0,7.4,Electricity,Winter tires,1,1,1,Normal,17.21,0,1,4.710000000000001,19,8,summer,weekday,18.250000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-08-03,89636,44.0,9.2,Electricity,Winter tires,1,1,1,Fast,20.91,0,1,8.41,19,8,summer,weekday,19.060000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-07-03,89592,42.0,7.6,Electricity,Winter tires,1,1,1,Fast,18.1,0,1,5.600000000000001,19,7,summer,weekday,19.505000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-07-03,89550,42.0,9.2,Electricity,Winter tires,1,1,1,Fast,21.9,0,1,9.4,19,7,summer,weekday,20.000000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-06-03,89508,43.0,6.8,Electricity,Winter tires,1,1,1,Normal,15.81,0,1,3.3100000000000005,19,6,summer,weekend,18.855000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-06-03,89465,89.0,13.8,Electricity,Winter tires,1,1,1,Normal,15.51,0,1,3.01,19,6,summer,weekend,15.660000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-03,89376,42.0,7.5,Electricity,Winter tires,1,1,1,Fast,17.86,0,1,5.359999999999999,19,3,spring,weekday,16.685000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-03,89334,72.0,13.5,Electricity,Winter tires,1,1,1,Normal,18.75,0,1,6.25,19,3,spring,weekday,18.305000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-03,89262,42.0,6.9,Electricity,Winter tires,1,1,1,Normal,16.43,0,1,3.93,19,2,winter,weekday,17.590000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-03,89220,62.0,13.0,Electricity,Winter tires,1,1,1,Normal,20.97,0,1,8.469999999999999,19,2,winter,weekday,18.700000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-03,89158,43.0,6.8,Electricity,Winter tires,1,1,1,Fast,15.81,0,1,3.3100000000000005,19,1,winter,weekday,18.390000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-03,89115,42.0,8.8,Electricity,Winter tires,1,1,1,Normal,20.95,0,1,8.45,19,1,winter,weekday,18.380000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-28,89073,49.0,6.6,Electricity,Winter tires,1,1,1,Normal,13.47,0,1,0.9700000000000006,19,2,winter,weekday,17.210000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-27,89024,64.0,12.0,Electricity,Winter tires,1,1,1,Normal,18.75,0,1,6.25,19,2,winter,weekday,16.110000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-24,88960,42.0,6.6,Electricity,Winter tires,1,1,1,Fast,15.71,0,1,3.210000000000001,19,2,winter,weekday,17.230000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-24,88918,44.0,8.6,Electricity,Winter tires,1,1,1,Normal,19.55,0,1,7.050000000000001,19,2,winter,weekday,17.63000000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-23,88874,42.0,6.1,Electricity,Winter tires,1,1,1,Normal,14.52,0,1,2.02,19,2,winter,weekday,17.035000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-23,88832,83.0,15.6,Electricity,Winter tires,1,1,1,Normal,18.8,0,1,6.300000000000001,19,2,winter,weekday,16.660000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-22,88749,42.0,6.5,Electricity,Winter tires,1,1,1,Fast,15.48,0,1,2.9800000000000004,19,2,winter,weekday,17.140000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-22,88707,43.0,9.3,Electricity,Winter tires,1,1,1,Fast,21.63,0,1,9.13,19,2,winter,weekday,18.555000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-21,88664,42.0,5.9,Electricity,Winter tires,1,1,1,Normal,14.05,0,1,1.5500000000000007,19,2,winter,weekday,17.840000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-21,88622,42.0,7.8,Electricity,Winter tires,1,1,1,Normal,18.57,0,1,6.07,19,2,winter,weekday,16.31000000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-20,88580,42.0,5.7,Electricity,Winter tires,1,1,1,Moderate,13.57,0,1,1.0700000000000005,19,2,winter,weekday,16.070000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-20,88538,32.0,7.0,Electricity,Winter tires,0,0,1,Fast,21.88,0,1,9.38,19,2,winter,weekday,17.72500000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-19,88506,28.0,6.2,Electricity,Winter tires,0,0,1,Normal,22.14,0,1,9.64,19,2,winter,weekend,22.010000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-18,88478,50.0,9.9,Electricity,Winter tires,1,1,1,Normal,19.8,0,1,7.300000000000001,19,2,winter,weekend,20.970000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-17,88428,42.0,6.7,Electricity,Winter tires,1,1,1,Normal,15.95,0,1,3.4499999999999997,19,2,winter,weekday,17.875000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-17,88386,44.0,6.8,Electricity,Winter tires,1,1,1,Normal,15.45,0,0,2.9499999999999997,19,2,winter,weekday,15.700000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-16,88342,42.0,7.9,Electricity,Winter tires,1,1,1,Fast,18.81,0,1,6.309999999999999,19,2,winter,weekday,17.130000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-16,88300,81.0,14.3,Electricity,Winter tires,1,1,1,Normal,17.65,0,1,5.149999999999999,19,2,winter,weekday,18.230000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-15,88219,43.0,8.3,Electricity,Winter tires,1,1,1,Fast,19.3,0,1,6.800000000000001,19,2,winter,weekday,18.47500000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-15,88176,42.0,7.8,Electricity,Winter tires,1,1,1,Normal,18.57,0,1,6.07,19,2,winter,weekday,18.93500000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-14,88134,42.0,8.0,Electricity,Winter tires,1,1,1,Normal,19.05,0,1,6.550000000000001,19,2,winter,weekday,18.81000000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-14,88092,43.0,8.2,Electricity,Winter tires,1,1,1,Normal,19.07,0,1,6.57,19,2,winter,weekday,19.06000000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-13,88049,42.0,7.6,Electricity,Winter tires,1,1,1,Fast,18.1,0,1,5.600000000000001,19,2,winter,weekday,18.585000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-13,88007,13.0,2.7,Electricity,Winter tires,1,0,0,Normal,20.77,0,1,8.27,19,2,winter,weekday,19.43500000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-11-02,87994,43.0,9.5,Electricity,Winter tires,1,1,1,Fast,22.09,0,1,9.59,19,11,fall,weekday,21.430000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-10-02,87951,42.0,8.0,Electricity,Winter tires,1,1,1,Fast,19.05,0,1,6.550000000000001,19,10,fall,weekday,20.570000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-10-02,87909,43.0,8.7,Electricity,Winter tires,1,1,1,Normal,20.23,0,1,7.73,19,10,fall,weekday,19.640000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-09-02,87866,42.0,8.0,Electricity,Winter tires,1,1,1,Normal,19.05,0,1,6.550000000000001,19,9,fall,weekend,19.640000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-09-02,87824,83.0,15.8,Electricity,Winter tires,1,1,1,Normal,19.04,0,1,6.539999999999999,19,9,fall,weekend,19.04500000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-08-02,87741,42.0,7.6,Electricity,Winter tires,1,1,1,Fast,18.1,0,1,5.600000000000001,19,8,summer,weekday,18.570000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-08-02,87699,44.0,9.1,Electricity,Winter tires,1,1,1,Fast,20.68,0,1,8.18,19,8,summer,weekday,19.390000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-07-02,87655,42.0,7.5,Electricity,Winter tires,1,1,1,Fast,17.86,0,1,5.359999999999999,19,7,summer,weekend,19.270000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-07-02,87613,43.0,8.2,Electricity,Winter tires,1,1,1,Normal,19.07,0,1,6.57,19,7,summer,weekend,18.465000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-06-02,87570,42.0,7.2,Electricity,Winter tires,1,1,1,Fast,17.14,0,1,4.640000000000001,19,6,summer,weekday,18.105000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-06-02,87528,7.0,1.4,Electricity,Winter tires,1,0,0,Normal,20.0,0,1,7.5,19,6,summer,weekday,18.570000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-04-02,87521,50.0,9.9,Electricity,Winter tires,1,1,1,Normal,19.8,0,1,7.300000000000001,19,4,spring,weekend,19.900000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-02,87471,42.0,7.3,Electricity,Winter tires,1,1,1,Normal,17.38,0,1,4.879999999999999,19,3,spring,weekday,18.590000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-03-02,87429,44.0,8.2,Electricity,Winter tires,1,1,1,Normal,18.64,0,1,6.140000000000001,19,3,spring,weekday,18.010000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-02,87385,42.0,7.1,Electricity,Winter tires,1,1,1,Normal,16.9,0,1,4.399999999999999,19,2,winter,weekday,17.770000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-02-02,87343,82.0,18.0,Electricity,Winter tires,1,1,1,Fast,21.95,0,1,9.45,19,2,winter,weekday,19.425000000000004
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-02,87261,43.0,7.9,Electricity,Winter tires,1,1,1,Normal,18.37,0,1,5.870000000000001,19,1,winter,weekday,20.160000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-02,87218,42.0,9.2,Electricity,Winter tires,1,1,1,Normal,21.9,0,1,9.4,19,1,winter,weekday,20.135000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-31,87176,43.0,8.0,Electricity,Winter tires,1,1,1,Normal,18.6,0,1,6.100000000000001,19,1,winter,weekday,20.250000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-31,87133,42.0,8.6,Electricity,Winter tires,1,1,1,Normal,20.48,0,1,7.98,19,1,winter,weekday,19.540000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-30,87091,42.0,7.4,Electricity,Winter tires,1,1,1,Normal,17.62,0,1,5.120000000000001,19,1,winter,weekday,19.050000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-30,87049,33.0,7.5,Electricity,Winter tires,1,0,0,Normal,22.73,0,1,10.23,19,1,winter,weekday,20.175000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-28,87016,42.0,9.0,Electricity,Winter tires,1,1,1,Normal,21.43,0,1,8.93,19,1,winter,weekend,22.080000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-27,86974,43.0,8.4,Electricity,Winter tires,1,1,1,Normal,19.53,0,1,7.030000000000001,19,1,winter,weekday,20.480000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-27,86931,42.0,9.0,Electricity,Winter tires,1,1,1,Normal,21.43,0,1,8.93,19,1,winter,weekday,20.480000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-26,86889,42.0,8.7,Electricity,Winter tires,1,1,1,Normal,20.71,0,1,8.21,19,1,winter,weekday,21.070000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-26,86847,89.0,20.4,Electricity,Winter tires,1,1,1,Fast,22.92,0,1,10.420000000000002,19,1,winter,weekday,21.81500000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-25,86758,42.0,9.0,Electricity,Winter tires,1,1,1,Normal,21.43,0,1,8.93,19,1,winter,weekday,22.175000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-25,86716,44.0,10.0,Electricity,Winter tires,1,1,1,Normal,22.73,0,1,10.23,19,1,winter,weekday,22.080000000000005
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-24,86672,42.0,9.1,Electricity,Winter tires,1,1,1,Fast,21.67,0,1,9.170000000000002,19,1,winter,weekday,22.20000000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-24,86630,42.0,9.0,Electricity,Winter tires,1,1,1,Normal,21.43,0,1,8.93,19,1,winter,weekday,21.550000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-23,86588,43.0,9.1,Electricity,Winter tires,1,1,1,Normal,21.16,0,1,8.66,19,1,winter,weekday,21.29500000000001
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-23,86545,101.0,23.4,Electricity,Winter tires,1,1,1,Normal,23.17,0,1,10.670000000000002,19,1,winter,weekday,22.165000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-20,86444,42.0,9.0,Electricity,Winter tires,1,1,1,Normal,21.43,0,1,8.93,19,1,winter,weekday,22.300000000000008
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-20,86402,52.0,12.0,Electricity,Winter tires,1,1,1,Normal,23.08,0,1,10.579999999999998,19,1,winter,weekday,22.255000000000006
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-19,86350,42.0,8.7,Electricity,Winter tires,1,1,1,Normal,20.71,0,1,8.21,19,1,winter,weekday,21.895000000000007
Mitsubishi,i-MiEV,2013,i-MiEV,35,2017-01-19,86308,43.0,8.6,Electricity,Winter tires,1,1,1,Normal,20.0,0,1,7.5,19,1,winter,weekday,20.355000000000008
